,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred
192,5,5,"['Azure', 'Python', 'Hugging Face', 'SQL']",1,0,106,63520,2024-02,1,"['MLflow', 'KDB+']"
193,5,4,"['MLflow', 'PyTorch', 'Scikit-learn']",2,2,162,116202,2024-05,0,"['LangChain', 'KDB+']"
194,4,7,"['Pandas', 'Reinforcement Learning', 'FastAPI']",1,2,43,137620,2023-11,1,['Scikit-learn']
195,5,6,"['TensorFlow', 'SQL', 'NumPy']",0,2,86,131485,2024-12,1,"['BigQuery', 'FastAPI']"
196,6,0,"['Flask', 'C++', 'TensorFlow', 'Reinforcement Learning', 'R']",0,2,174,117341,2024-08,2,"['Scikit-learn', 'TensorFlow', 'FastAPI']"
197,0,3,"['LangChain', 'Python', 'SQL']",0,2,92,123706,2024-08,1,['BigQuery']
198,6,7,"['Azure', 'Scikit-learn', 'Keras', 'R', 'Hugging Face']",1,0,21,43828,2024-04,1,"['BigQuery', 'KDB+']"
199,2,0,"['NumPy', 'AWS', 'LangChain']",0,3,16,130984,2025-06,2,['PyTorch']
200,1,4,"['C++', 'Scikit-learn', 'CUDA', 'LangChain']",0,2,111,125831,2024-12,0,"['BigQuery', 'PyTorch']"
201,3,0,"['NumPy', 'Excel', 'Azure', 'AWS']",0,0,147,96628,2024-11,1,"['PyTorch', 'TensorFlow', 'FastAPI']"
202,3,6,"['Power BI', 'GCP', 'FastAPI', 'C++', 'Pandas', 'SQL']",0,1,172,85788,2024-02,0,"['LangChain', 'KDB+', 'FastAPI']"
203,0,7,"['MLflow', 'Flask', 'Azure', 'CUDA', 'FastAPI']",1,2,165,147975,2025-05,2,['TensorFlow']
204,0,3,"['Pandas', 'AWS', 'R', 'TensorFlow', 'FastAPI', 'MLflow']",0,0,72,48226,2024-12,1,['BigQuery']
205,4,4,"['Python', 'Power BI', 'PyTorch']",2,3,21,62447,2025-01,2,['MLflow']
206,5,2,"['TensorFlow', 'Python', 'AWS', 'Reinforcement Learning', 'NumPy', 'CUDA']",2,2,89,110876,2024-05,0,['TensorFlow']
207,2,0,"['SQL', 'MLflow', 'R']",2,1,34,85915,2023-10,2,['Scikit-learn']
208,3,0,"['NumPy', 'Reinforcement Learning', 'Azure', 'C++', 'R']",0,3,132,143326,2024-01,0,"['Scikit-learn', 'BigQuery', 'FastAPI']"
209,4,4,"['Power BI', 'Azure', 'SQL', 'C++', 'Hugging Face']",2,3,133,89991,2024-01,1,"['KDB+', 'FastAPI', 'PyTorch']"
210,1,2,"['Python', 'Pandas', 'AWS', 'TensorFlow', 'SQL']",2,1,104,67897,2023-11,1,"['KDB+', 'FastAPI']"
211,3,0,"['LangChain', 'Flask', 'PyTorch', 'Python']",0,1,21,44318,2024-01,1,['FastAPI']
212,6,3,"['Keras', 'Azure', 'Excel', 'TensorFlow']",1,2,89,67657,2024-12,1,"['Scikit-learn', 'MLflow']"
213,3,7,"['Keras', 'CUDA', 'PyTorch', 'Power BI']",0,0,193,97752,2025-01,0,['BigQuery']
214,0,4,"['Scikit-learn', 'Power BI', 'PyTorch', 'SQL', 'Excel', 'AWS']",0,2,53,93403,2024-01,1,['LangChain']
215,0,6,"['Azure', 'NumPy', 'LangChain', 'FastAPI', 'Hugging Face', 'Keras']",2,1,31,143054,2024-01,1,"['FastAPI', 'PyTorch', 'TensorFlow']"
216,1,2,"['AWS', 'Python', 'Flask', 'Pandas', 'Azure', 'LangChain']",0,2,96,123977,2023-10,2,['Scikit-learn']
217,3,1,"['Hugging Face', 'R', 'C++']",1,1,138,108708,2024-07,0,"['TensorFlow', 'LangChain', 'FastAPI']"
218,6,7,"['Python', 'NumPy', 'Excel', 'Azure', 'Scikit-learn']",0,0,25,42431,2024-09,1,"['BigQuery', 'PyTorch']"
219,0,1,"['Power BI', 'GCP', 'MLflow', 'CUDA', 'Flask']",0,3,78,129721,2025-03,2,"['KDB+', 'PyTorch']"
220,0,5,"['PyTorch', 'Reinforcement Learning', 'Azure', 'Python', 'AWS', 'Hugging Face']",1,0,78,51999,2024-11,1,"['FastAPI', 'LangChain', 'TensorFlow']"
221,1,4,"['Pandas', 'MLflow', 'Azure', 'Reinforcement Learning', 'FastAPI', 'R']",2,3,76,133703,2024-06,0,"['MLflow', 'PyTorch', 'TensorFlow']"
222,2,7,"['Pandas', 'AWS', 'R', 'PyTorch', 'Power BI', 'NumPy']",2,1,26,75109,2025-06,0,['MLflow']
223,0,3,"['C++', 'NumPy', 'Power BI', 'MLflow', 'CUDA']",2,0,67,102227,2024-06,0,"['BigQuery', 'TensorFlow']"
224,2,1,"['Power BI', 'Azure', 'R']",1,1,26,77125,2024-09,1,"['LangChain', 'Scikit-learn', 'FastAPI']"
225,3,2,"['NumPy', 'C++', 'AWS', 'SQL', 'MLflow']",2,2,157,114539,2024-10,1,"['PyTorch', 'Scikit-learn']"
226,5,7,"['Azure', 'C++', 'Reinforcement Learning']",0,0,71,42773,2023-10,1,"['BigQuery', 'Scikit-learn', 'LangChain']"
227,3,1,"['Power BI', 'Hugging Face', 'Keras', 'Reinforcement Learning', 'TensorFlow', 'Excel']",0,0,44,122640,2024-05,1,['LangChain']
228,2,0,"['MLflow', 'LangChain', 'Hugging Face', 'Azure', 'Flask']",1,3,128,90611,2024-04,1,['TensorFlow']
229,6,0,"['SQL', 'Keras', 'Scikit-learn', 'NumPy']",2,2,65,61529,2023-12,1,"['KDB+', 'FastAPI']"
230,6,0,"['NumPy', 'Pandas', 'Hugging Face']",1,0,193,62907,2025-04,1,"['TensorFlow', 'MLflow', 'LangChain']"
231,3,0,"['Scikit-learn', 'Keras', 'C++']",1,2,114,87618,2024-05,1,"['BigQuery', 'MLflow', 'KDB+']"
232,5,2,"['MLflow', 'GCP', 'TensorFlow', 'AWS']",2,3,164,129185,2025-04,2,"['TensorFlow', 'LangChain', 'BigQuery']"
233,2,3,"['Flask', 'Excel', 'Keras', 'PyTorch', 'Python']",0,2,81,127161,2024-12,2,['Scikit-learn']
234,2,6,"['SQL', 'Python', 'MLflow']",2,1,174,91557,2023-12,1,['MLflow']
235,6,0,"['PyTorch', 'Excel', 'Reinforcement Learning', 'Scikit-learn', 'Azure']",0,1,126,85776,2024-09,1,"['BigQuery', 'KDB+']"
236,0,1,"['Excel', 'Hugging Face', 'PyTorch', 'R', 'SQL', 'Flask']",2,2,99,95255,2024-09,1,"['TensorFlow', 'PyTorch', 'LangChain']"
237,0,1,"['Scikit-learn', 'Hugging Face', 'Pandas', 'Keras', 'TensorFlow']",2,1,125,70536,2024-08,1,"['TensorFlow', 'Scikit-learn']"
238,3,0,"['FastAPI', 'MLflow', 'LangChain', 'Hugging Face', 'Power BI']",0,1,6,56526,2023-10,2,"['TensorFlow', 'KDB+', 'BigQuery']"
239,3,7,"['Pandas', 'Keras', 'Python', 'NumPy', 'GCP']",2,1,78,40077,2023-09,0,"['PyTorch', 'MLflow']"
240,3,3,"['Power BI', 'Azure', 'SQL', 'Flask', 'NumPy', 'CUDA']",0,1,182,136304,2025-08,0,"['BigQuery', 'Scikit-learn']"
241,0,2,"['Keras', 'SQL', 'FastAPI', 'GCP', 'Flask']",1,3,135,45264,2025-08,1,"['LangChain', 'BigQuery']"
242,1,2,"['Excel', 'Keras', 'Pandas', 'CUDA', 'SQL', 'Hugging Face']",2,2,45,70448,2024-05,2,"['MLflow', 'KDB+', 'BigQuery']"
243,5,3,"['CUDA', 'PyTorch', 'Excel']",2,2,118,132241,2024-08,1,['LangChain']
244,3,4,"['Flask', 'Scikit-learn', 'FastAPI', 'Power BI']",2,0,102,97077,2023-12,1,"['PyTorch', 'BigQuery']"
245,1,4,"['Flask', 'C++', 'CUDA', 'R']",2,2,22,93070,2024-04,2,"['LangChain', 'Scikit-learn']"
246,2,7,"['R', 'Pandas', 'TensorFlow']",2,2,138,110751,2024-10,1,"['TensorFlow', 'LangChain']"
247,2,4,"['MLflow', 'Hugging Face', 'FastAPI', 'Azure']",0,2,120,57928,2025-05,1,"['Scikit-learn', 'KDB+']"
248,2,0,"['NumPy', 'MLflow', 'PyTorch', 'Pandas', 'FastAPI']",0,2,90,139669,2024-09,2,['BigQuery']
249,2,4,"['FastAPI', 'TensorFlow', 'Keras', 'Excel', 'Pandas']",1,3,165,76192,2024-12,1,['BigQuery']
250,4,1,"['Power BI', 'C++', 'Flask', 'Keras', 'Reinforcement Learning', 'SQL']",1,1,183,86522,2024-09,0,['TensorFlow']
251,3,6,"['FastAPI', 'MLflow', 'Pandas', 'R', 'TensorFlow']",1,3,116,40634,2024-07,1,"['LangChain', 'BigQuery']"
252,2,2,"['R', 'Keras', 'PyTorch']",0,1,155,50432,2025-05,2,['KDB+']
253,5,4,"['Pandas', 'GCP', 'C++', 'Reinforcement Learning']",2,2,125,92187,2024-05,2,['MLflow']
254,2,0,"['Azure', 'LangChain', 'Reinforcement Learning']",1,3,5,139231,2025-03,2,"['PyTorch', 'FastAPI']"
255,2,0,"['Keras', 'Excel', 'SQL', 'Python', 'Scikit-learn']",0,1,100,116281,2024-06,1,"['FastAPI', 'Scikit-learn', 'MLflow']"
256,4,0,"['Power BI', 'C++', 'NumPy']",2,2,89,66964,2024-10,0,"['PyTorch', 'BigQuery']"
257,0,5,"['Excel', 'FastAPI', 'Hugging Face', 'C++', 'GCP', 'R']",2,1,36,72900,2023-10,1,"['Scikit-learn', 'TensorFlow']"
258,5,1,"['Reinforcement Learning', 'MLflow', 'Hugging Face', 'CUDA', 'Flask']",2,3,20,122910,2024-04,2,"['MLflow', 'BigQuery', 'LangChain']"
259,1,6,"['AWS', 'Power BI', 'GCP', 'NumPy', 'Flask']",2,1,155,60661,2025-08,1,"['LangChain', 'FastAPI']"
260,3,3,"['Azure', 'Flask', 'CUDA', 'TensorFlow']",0,3,140,51191,2024-09,0,"['Scikit-learn', 'LangChain']"
261,2,4,"['FastAPI', 'Pandas', 'Scikit-learn']",0,0,84,67972,2025-07,0,"['Scikit-learn', 'PyTorch']"
262,4,2,"['FastAPI', 'Keras', 'TensorFlow', 'SQL', 'C++', 'GCP']",1,2,19,43847,2025-03,2,"['LangChain', 'KDB+', 'Scikit-learn']"
263,0,4,"['Excel', 'CUDA', 'Reinforcement Learning', 'R', 'FastAPI', 'Keras']",1,1,111,66723,2024-12,2,['KDB+']
264,1,3,"['Excel', 'GCP', 'CUDA', 'Azure']",0,2,137,149030,2024-02,1,"['LangChain', 'BigQuery', 'MLflow']"
265,5,7,"['Python', 'PyTorch', 'LangChain', 'Hugging Face', 'Power BI', 'Scikit-learn']",1,0,182,42247,2024-11,2,"['LangChain', 'PyTorch', 'FastAPI']"
266,2,3,"['Scikit-learn', 'Excel', 'GCP', 'Python']",2,3,21,57957,2025-04,1,"['MLflow', 'FastAPI']"
267,5,0,"['FastAPI', 'MLflow', 'Pandas', 'Hugging Face', 'GCP', 'C++']",1,1,73,91662,2024-10,2,"['FastAPI', 'MLflow', 'Scikit-learn']"
268,4,1,"['MLflow', 'Scikit-learn', 'R']",0,0,97,123795,2025-08,2,['PyTorch']
269,3,0,"['SQL', 'Flask', 'Reinforcement Learning', 'C++']",0,1,118,92753,2025-08,2,"['LangChain', 'BigQuery']"
270,1,1,"['LangChain', 'Excel', 'TensorFlow', 'Scikit-learn']",1,2,4,94406,2025-06,2,"['LangChain', 'KDB+', 'BigQuery']"
271,1,2,"['AWS', 'FastAPI', 'MLflow']",1,1,64,105919,2025-02,0,['MLflow']
272,2,4,"['Azure', 'Hugging Face', 'Python']",0,2,100,129469,2024-02,0,"['Scikit-learn', 'MLflow']"
273,0,5,"['R', 'AWS', 'Azure']",0,1,111,68792,2025-06,0,"['Scikit-learn', 'BigQuery']"
274,2,1,"['CUDA', 'Power BI', 'SQL', 'Pandas']",1,0,3,92739,2025-04,1,"['Scikit-learn', 'FastAPI', 'KDB+']"
275,1,2,"['Reinforcement Learning', 'Scikit-learn', 'Excel', 'SQL']",2,2,177,85651,2025-04,2,"['MLflow', 'BigQuery']"
276,6,4,"['MLflow', 'Keras', 'LangChain']",2,0,34,51635,2025-03,2,['PyTorch']
277,6,0,"['C++', 'Scikit-learn', 'PyTorch', 'Pandas', 'Flask']",1,0,78,87231,2023-12,1,['MLflow']
278,6,6,"['AWS', 'SQL', 'Excel']",0,0,166,103271,2025-09,2,"['MLflow', 'LangChain', 'FastAPI']"
279,0,7,"['Reinforcement Learning', 'MLflow', 'TensorFlow', 'PyTorch', 'Keras']",1,0,24,43405,2025-02,0,['PyTorch']
280,6,3,"['Azure', 'TensorFlow', 'NumPy']",1,0,182,55825,2025-04,1,"['KDB+', 'BigQuery', 'MLflow']"
281,0,3,"['FastAPI', 'NumPy', 'C++', 'LangChain']",2,2,113,96220,2024-12,1,['LangChain']
282,5,2,"['Flask', 'Excel', 'PyTorch', 'Scikit-learn', 'FastAPI', 'Keras']",0,0,81,123561,2024-01,1,"['PyTorch', 'TensorFlow', 'MLflow']"
283,3,4,"['Keras', 'MLflow', 'Excel']",2,1,36,91175,2025-08,0,"['LangChain', 'KDB+']"
284,1,5,"['Azure', 'PyTorch', 'CUDA']",0,2,84,84664,2024-09,2,"['KDB+', 'TensorFlow', 'LangChain']"
285,0,3,"['CUDA', 'R', 'Hugging Face', 'PyTorch', 'AWS']",2,3,52,109743,2025-06,1,['BigQuery']
286,1,1,"['Pandas', 'C++', 'R', 'MLflow']",2,2,103,55502,2024-02,2,['FastAPI']
287,4,3,"['Python', 'Pandas', 'R', 'Flask']",0,0,4,47355,2025-02,2,"['PyTorch', 'MLflow']"
288,5,7,"['PyTorch', 'TensorFlow', 'Hugging Face']",2,1,56,143690,2024-09,1,"['MLflow', 'BigQuery', 'KDB+']"
289,6,5,"['Python', 'AWS', 'R', 'Azure', 'Scikit-learn']",1,3,61,56560,2025-02,0,['LangChain']
290,6,1,"['Excel', 'NumPy', 'AWS', 'PyTorch', 'Pandas', 'CUDA']",1,0,66,149782,2025-04,1,['Scikit-learn']
291,0,0,"['LangChain', 'Hugging Face', 'NumPy', 'Excel']",0,0,53,127612,2023-10,0,"['Scikit-learn', 'KDB+', 'BigQuery']"
292,2,1,"['FastAPI', 'LangChain', 'Pandas', 'NumPy', 'TensorFlow']",0,3,180,78409,2025-06,1,"['LangChain', 'FastAPI']"
293,2,3,"['AWS', 'MLflow', 'PyTorch']",1,2,133,149023,2024-09,0,"['LangChain', 'BigQuery', 'TensorFlow']"
294,4,7,"['PyTorch', 'Flask', 'Scikit-learn', 'AWS']",2,3,151,64779,2024-04,2,['KDB+']
295,2,3,"['SQL', 'TensorFlow', 'AWS', 'Reinforcement Learning', 'GCP', 'NumPy']",2,1,84,69887,2024-10,0,['PyTorch']
296,5,4,"['Excel', 'Hugging Face', 'FastAPI', 'CUDA', 'MLflow', 'Flask']",0,3,46,119337,2024-11,1,"['Scikit-learn', 'FastAPI', 'KDB+']"
297,6,3,"['FastAPI', 'Pandas', 'Scikit-learn', 'PyTorch']",0,2,54,139462,2025-01,0,"['LangChain', 'FastAPI']"
298,0,5,"['NumPy', 'MLflow', 'CUDA', 'Azure', 'C++', 'GCP']",0,2,97,68689,2024-06,1,['LangChain']
299,0,1,"['C++', 'Python', 'TensorFlow', 'Keras', 'Excel']",1,0,4,87545,2025-02,1,['BigQuery']
300,3,4,"['Keras', 'FastAPI', 'AWS', 'SQL', 'Excel', 'C++']",1,0,52,96034,2023-10,1,"['LangChain', 'MLflow']"
301,5,7,"['Reinforcement Learning', 'TensorFlow', 'Azure', 'CUDA', 'GCP', 'Hugging Face']",1,3,150,71002,2023-10,1,"['Scikit-learn', 'LangChain', 'BigQuery']"
302,4,3,"['Pandas', 'TensorFlow', 'PyTorch', 'Power BI', 'GCP']",1,3,174,48576,2023-11,2,"['Scikit-learn', 'TensorFlow', 'PyTorch']"
303,5,6,"['Hugging Face', 'FastAPI', 'Python', 'NumPy']",2,0,144,133128,2024-11,1,"['Scikit-learn', 'TensorFlow', 'MLflow']"
304,5,0,"['Azure', 'SQL', 'Hugging Face', 'R', 'LangChain']",1,1,190,72195,2025-08,0,"['PyTorch', 'TensorFlow']"
305,1,1,"['PyTorch', 'AWS', 'Python', 'Scikit-learn']",0,2,90,70554,2025-07,1,"['BigQuery', 'FastAPI']"
306,1,4,"['Azure', 'AWS', 'Keras', 'R', 'FastAPI']",0,2,168,72299,2024-02,0,"['BigQuery', 'MLflow', 'LangChain']"
307,6,2,"['Keras', 'Azure', 'Hugging Face', 'CUDA', 'MLflow']",1,3,24,80922,2023-12,1,['PyTorch']
308,2,3,"['Reinforcement Learning', 'SQL', 'AWS', 'FastAPI', 'TensorFlow', 'PyTorch']",2,2,143,115164,2023-11,0,"['BigQuery', 'MLflow']"
309,4,2,"['Pandas', 'Scikit-learn', 'Excel', 'TensorFlow', 'GCP']",0,1,90,100207,2024-02,2,"['MLflow', 'LangChain', 'KDB+']"
310,6,2,"['FastAPI', 'Keras', 'PyTorch', 'GCP', 'Excel']",2,0,21,121180,2023-12,2,"['KDB+', 'Scikit-learn']"
311,0,4,"['GCP', 'Excel', 'CUDA']",1,3,183,71373,2024-10,0,"['MLflow', 'LangChain', 'KDB+']"
312,1,4,"['SQL', 'Flask', 'AWS', 'Reinforcement Learning', 'FastAPI', 'LangChain']",1,2,171,41433,2024-05,2,"['LangChain', 'KDB+', 'PyTorch']"
313,4,5,"['FastAPI', 'Scikit-learn', 'Pandas', 'Azure', 'Reinforcement Learning']",0,0,94,134278,2024-11,0,['KDB+']
314,3,1,"['LangChain', 'Hugging Face', 'Keras', 'Azure', 'Excel', 'FastAPI']",1,2,96,52404,2025-06,2,['Scikit-learn']
315,0,6,"['R', 'MLflow', 'Azure', 'Scikit-learn']",0,2,106,98266,2024-07,1,['PyTorch']
316,3,3,"['NumPy', 'R', 'MLflow', 'Flask', 'TensorFlow']",1,0,122,134179,2025-03,1,"['Scikit-learn', 'BigQuery', 'MLflow']"
317,5,5,"['Scikit-learn', 'R', 'TensorFlow', 'Power BI', 'Azure']",1,2,193,66368,2024-06,1,"['PyTorch', 'LangChain']"
318,5,0,"['Keras', 'Python', 'Reinforcement Learning', 'Scikit-learn']",1,3,144,115773,2024-09,2,"['KDB+', 'MLflow', 'TensorFlow']"
319,1,6,"['Flask', 'NumPy', 'Keras', 'AWS', 'SQL']",0,0,151,130032,2024-02,2,['LangChain']
320,0,1,"['Hugging Face', 'Azure', 'NumPy', 'Scikit-learn', 'Pandas']",2,3,72,105292,2024-09,0,"['PyTorch', 'Scikit-learn', 'FastAPI']"
321,0,6,"['Azure', 'R', 'CUDA']",2,3,143,98122,2024-12,0,"['MLflow', 'PyTorch', 'FastAPI']"
322,5,0,"['Excel', 'Keras', 'GCP', 'MLflow']",2,3,36,122419,2024-10,1,"['BigQuery', 'TensorFlow', 'FastAPI']"
323,2,1,"['Pandas', 'Excel', 'NumPy', 'LangChain']",2,2,187,73317,2025-01,2,"['Scikit-learn', 'FastAPI']"
324,4,4,"['Pandas', 'FastAPI', 'Scikit-learn', 'AWS']",1,1,30,52740,2025-01,1,"['MLflow', 'TensorFlow']"
325,3,0,"['MLflow', 'Scikit-learn', 'Python', 'Reinforcement Learning', 'C++']",1,0,38,130522,2024-01,1,"['FastAPI', 'Scikit-learn', 'MLflow']"
326,6,6,"['FastAPI', 'Azure', 'LangChain', 'GCP']",0,2,97,146948,2024-07,1,['KDB+']
327,6,7,"['Reinforcement Learning', 'Hugging Face', 'Scikit-learn', 'C++']",2,2,170,63681,2025-04,1,['MLflow']
328,6,7,"['Azure', 'PyTorch', 'Keras']",1,3,97,102993,2024-08,1,"['TensorFlow', 'MLflow', 'FastAPI']"
329,6,5,"['Pandas', 'FastAPI', 'TensorFlow', 'SQL']",2,3,186,146286,2024-04,0,['MLflow']
330,5,4,"['AWS', 'Power BI', 'R', 'NumPy', 'Scikit-learn', 'LangChain']",2,2,42,55546,2024-04,2,"['KDB+', 'FastAPI', 'LangChain']"
331,1,4,"['C++', 'AWS', 'MLflow']",2,1,179,84124,2024-10,2,['LangChain']
332,6,6,"['Flask', 'PyTorch', 'C++', 'Pandas', 'TensorFlow']",0,3,58,105170,2023-11,1,"['TensorFlow', 'KDB+']"
333,4,2,"['Azure', 'PyTorch', 'R', 'Reinforcement Learning', 'Flask', 'Keras']",1,3,120,55923,2023-10,1,['Scikit-learn']
334,1,1,"['Scikit-learn', 'R', 'TensorFlow', 'PyTorch']",2,3,113,120230,2025-02,1,"['BigQuery', 'LangChain', 'MLflow']"
335,2,3,"['MLflow', 'Keras', 'C++', 'GCP', 'NumPy']",1,2,95,126208,2025-06,0,"['BigQuery', 'TensorFlow']"
336,2,7,"['GCP', 'Power BI', 'Python', 'Azure', 'Hugging Face', 'CUDA']",2,1,101,123659,2024-09,2,"['LangChain', 'Scikit-learn']"
337,6,4,"['C++', 'Excel', 'MLflow', 'Pandas', 'R', 'NumPy']",1,0,0,78431,2025-04,0,"['PyTorch', 'BigQuery']"
338,1,2,"['Keras', 'FastAPI', 'Power BI', 'MLflow']",1,0,58,60552,2025-03,0,"['MLflow', 'LangChain']"
339,4,4,"['Excel', 'PyTorch', 'R', 'Power BI', 'Flask', 'Pandas']",2,2,12,131559,2024-11,2,['TensorFlow']
340,6,2,"['Power BI', 'R', 'Scikit-learn']",1,2,112,122855,2024-12,0,"['TensorFlow', 'MLflow', 'Scikit-learn']"
341,4,5,"['Excel', 'PyTorch', 'LangChain', 'Flask', 'GCP']",0,3,31,58087,2024-09,1,['KDB+']
342,6,0,"['Power BI', 'Scikit-learn', 'R', 'Pandas']",0,1,17,60085,2024-08,2,['FastAPI']
343,2,2,"['Reinforcement Learning', 'Python', 'NumPy', 'LangChain']",0,2,87,146409,2025-02,0,['TensorFlow']
344,1,3,"['TensorFlow', 'Keras', 'PyTorch', 'Reinforcement Learning']",2,2,133,120234,2024-06,2,"['PyTorch', 'Scikit-learn']"
345,2,1,"['NumPy', 'GCP', 'AWS', 'Python', 'Keras']",2,0,27,104105,2024-10,2,"['Scikit-learn', 'TensorFlow', 'KDB+']"
346,3,6,"['MLflow', 'Power BI', 'Keras']",0,3,168,148487,2023-11,0,"['PyTorch', 'TensorFlow', 'MLflow']"
347,0,7,"['TensorFlow', 'Power BI', 'Python', 'Keras', 'AWS']",2,2,15,80455,2023-11,0,['Scikit-learn']
348,0,6,"['SQL', 'MLflow', 'Power BI', 'FastAPI', 'NumPy']",2,3,107,115657,2024-10,2,"['FastAPI', 'BigQuery', 'MLflow']"
349,6,0,"['FastAPI', 'NumPy', 'C++', 'MLflow', 'GCP']",2,0,40,97381,2024-01,0,"['Scikit-learn', 'MLflow']"
350,5,1,"['SQL', 'Pandas', 'Power BI', 'FastAPI']",0,2,92,55751,2023-12,2,['MLflow']
351,5,2,"['FastAPI', 'Power BI', 'Azure', 'Python']",0,2,160,90552,2025-07,1,"['LangChain', 'KDB+']"
352,2,5,"['Python', 'PyTorch', 'Excel']",0,0,2,69230,2024-01,0,"['LangChain', 'BigQuery', 'FastAPI']"
353,0,3,"['LangChain', 'GCP', 'R', 'MLflow', 'Scikit-learn']",0,0,118,71489,2025-04,1,"['KDB+', 'PyTorch']"
354,1,7,"['C++', 'LangChain', 'Power BI', 'Pandas', 'CUDA', 'TensorFlow']",2,1,131,57739,2025-05,2,['FastAPI']
355,2,7,"['Excel', 'Power BI', 'Reinforcement Learning', 'SQL', 'NumPy']",2,2,163,149192,2025-09,0,"['PyTorch', 'TensorFlow', 'MLflow']"
356,1,5,"['Flask', 'FastAPI', 'CUDA']",1,2,47,91346,2024-06,0,"['TensorFlow', 'FastAPI']"
357,6,3,"['Power BI', 'MLflow', 'TensorFlow', 'AWS', 'Hugging Face']",2,1,45,56886,2024-05,1,['FastAPI']
358,6,7,"['Python', 'Power BI', 'Scikit-learn', 'FastAPI', 'Excel', 'SQL']",0,3,117,56258,2024-12,0,['PyTorch']
359,6,0,"['Reinforcement Learning', 'CUDA', 'NumPy']",2,3,157,139096,2024-01,0,['MLflow']
360,0,6,"['Power BI', 'Keras', 'TensorFlow', 'FastAPI']",0,1,133,120316,2025-08,0,"['MLflow', 'TensorFlow', 'FastAPI']"
361,3,0,"['Hugging Face', 'R', 'LangChain']",1,2,79,48868,2025-01,0,['FastAPI']
362,3,6,"['Pandas', 'CUDA', 'AWS', 'TensorFlow', 'Python']",0,3,83,108994,2025-08,1,"['MLflow', 'FastAPI', 'BigQuery']"
363,4,0,"['Hugging Face', 'GCP', 'Excel', 'NumPy']",2,1,58,118921,2024-12,0,"['LangChain', 'FastAPI']"
364,1,0,"['LangChain', 'Reinforcement Learning', 'FastAPI', 'Power BI', 'AWS']",0,2,182,57113,2024-03,1,"['KDB+', 'TensorFlow', 'PyTorch']"
365,6,0,"['CUDA', 'FastAPI', 'Python']",1,3,83,70702,2025-05,2,"['MLflow', 'PyTorch']"
366,1,3,"['Flask', 'TensorFlow', 'Scikit-learn', 'MLflow']",0,3,49,114639,2025-06,2,['LangChain']
367,4,0,"['Scikit-learn', 'SQL', 'GCP', 'Hugging Face']",2,0,189,110697,2024-06,1,['MLflow']
368,5,3,"['Reinforcement Learning', 'MLflow', 'PyTorch', 'LangChain', 'Hugging Face', 'AWS']",2,1,181,68664,2024-09,1,"['TensorFlow', 'PyTorch']"
369,2,6,"['R', 'Python', 'PyTorch', 'CUDA']",0,1,150,64445,2024-09,0,"['KDB+', 'PyTorch', 'FastAPI']"
370,2,7,"['MLflow', 'Keras', 'TensorFlow', 'CUDA', 'Flask']",0,1,8,74954,2024-10,1,"['Scikit-learn', 'PyTorch']"
371,5,1,"['CUDA', 'Power BI', 'Hugging Face', 'Pandas', 'MLflow']",2,2,4,83014,2025-04,0,['KDB+']
372,0,5,"['Flask', 'PyTorch', 'Reinforcement Learning', 'MLflow']",2,0,3,146097,2024-08,2,"['LangChain', 'PyTorch']"
373,4,3,"['C++', 'NumPy', 'CUDA', 'GCP', 'TensorFlow', 'Hugging Face']",0,3,73,50137,2025-03,1,"['TensorFlow', 'Scikit-learn', 'PyTorch']"
374,6,6,"['Flask', 'CUDA', 'AWS']",2,3,38,96091,2024-11,2,['Scikit-learn']
375,3,0,"['R', 'Python', 'PyTorch', 'GCP', 'Power BI']",2,0,140,118753,2025-05,1,"['MLflow', 'TensorFlow']"
376,6,7,"['Hugging Face', 'MLflow', 'CUDA']",0,0,117,56022,2023-09,0,"['KDB+', 'PyTorch']"
377,2,6,"['FastAPI', 'TensorFlow', 'PyTorch']",2,3,176,65449,2024-08,1,"['Scikit-learn', 'PyTorch', 'TensorFlow']"
378,1,7,"['Excel', 'CUDA', 'Keras']",0,1,84,53432,2024-02,2,"['PyTorch', 'Scikit-learn']"
379,3,7,"['Power BI', 'FastAPI', 'Azure', 'MLflow', 'CUDA']",0,3,40,91250,2025-02,1,"['KDB+', 'Scikit-learn', 'FastAPI']"
380,1,4,"['Reinforcement Learning', 'Hugging Face', 'GCP', 'Excel', 'MLflow', 'CUDA']",2,0,72,56274,2024-10,0,['MLflow']
381,5,2,"['Keras', 'Excel', 'Power BI', 'SQL', 'GCP']",1,2,178,100532,2025-07,0,"['KDB+', 'TensorFlow']"
382,1,0,"['LangChain', 'Scikit-learn', 'Keras', 'Power BI', 'Excel']",2,1,44,133743,2023-11,1,"['Scikit-learn', 'FastAPI']"
383,6,0,"['SQL', 'CUDA', 'AWS']",0,1,183,44510,2023-10,2,['TensorFlow']
384,0,6,"['SQL', 'C++', 'CUDA', 'GCP', 'Flask', 'Reinforcement Learning']",0,0,44,88577,2025-05,1,['BigQuery']
385,4,6,"['C++', 'Excel', 'Scikit-learn', 'FastAPI', 'Power BI']",1,3,1,129724,2024-06,0,"['LangChain', 'PyTorch']"
