industry,job_title,skills_required,experience_level,employment_type,posted_date,company_size,tools_preferred,salary_min,country
E-commerce,AI Product Manager,"['NumPy', 'MLflow', 'TensorFlow', 'GCP', 'Reinforcement Learning', 'R']",Mid,Internship,2023-11-20,Mid,"['Scikit-learn', 'FastAPI']",58111,NO
Healthcare,AI Product Manager,"['Scikit-learn', 'TensorFlow', 'Excel', 'CUDA']",Mid,Contract,2023-11-20,Startup,"['MLflow', 'PyTorch', 'FastAPI']",70090,NR
E-commerce,ML Engineer,"['NumPy', 'SQL', 'Flask', 'Power BI', 'GCP']",Senior,Remote,2023-11-22,Startup,"['Scikit-learn', 'MLflow', 'BigQuery']",107790,GN
Education,NLP Engineer,"['MLflow', 'Flask', 'AWS']",Entry,Contract,2023-11-23,Startup,"['PyTorch', 'MLflow', 'TensorFlow']",47268,LK
Retail,Quant Researcher,"['Excel', 'Reinforcement Learning', 'TensorFlow', 'SQL']",Mid,Full-time,2023-11-23,Startup,"['TensorFlow', 'FastAPI', 'MLflow']",126850,ME
Retail,Computer Vision Engineer,"['MLflow', 'TensorFlow', 'Reinforcement Learning']",Entry,Internship,2023-11-23,Large,['FastAPI'],91509,TL
Finance,Data Analyst,"['Reinforcement Learning', 'Excel', 'Azure', 'Pandas', 'GCP', 'MLflow']",Senior,Contract,2023-11-23,Mid,"['LangChain', 'KDB+', 'Scikit-learn']",69451,MD
Education,Data Scientist,"['R', 'PyTorch', 'SQL', 'NumPy', 'CUDA']",Mid,Contract,2023-11-24,Large,['KDB+'],110008,HR
Finance,NLP Engineer,"['MLflow', 'Keras', 'SQL', 'GCP', 'Power BI']",Senior,Internship,2023-11-25,Startup,['PyTorch'],110439,TT
Healthcare,Data Analyst,"['Pandas', 'TensorFlow', 'PyTorch', 'Power BI', 'GCP']",Mid,Full-time,2023-11-25,Startup,"['Scikit-learn', 'TensorFlow', 'PyTorch']",48576,TO
Education,Data Analyst,"['Power BI', 'TensorFlow', 'Keras']",Entry,Full-time,2023-11-25,Large,['FastAPI'],142297,LT
E-commerce,Data Analyst,"['Flask', 'Excel', 'AWS', 'PyTorch', 'LangChain']",Mid,Internship,2023-11-25,Startup,"['BigQuery', 'FastAPI']",68266,LR
Retail,Data Analyst,"['C++', 'Azure', 'CUDA']",Mid,Remote,2023-11-25,Mid,"['MLflow', 'FastAPI', 'LangChain']",120521,GD
Education,AI Product Manager,"['Reinforcement Learning', 'GCP', 'NumPy']",Senior,Full-time,2023-11-27,Startup,"['Scikit-learn', 'TensorFlow', 'BigQuery']",86380,MU
Retail,Data Analyst,"['Hugging Face', 'Excel', 'SQL', 'LangChain']",Mid,Contract,2023-11-27,Startup,"['KDB+', 'BigQuery']",63354,SY
Automotive,NLP Engineer,"['C++', 'MLflow', 'CUDA', 'Hugging Face']",Mid,Internship,2023-11-28,Large,"['MLflow', 'PyTorch']",81382,ME
Retail,Data Scientist,"['Hugging Face', 'Scikit-learn', 'Excel', 'SQL']",Entry,Full-time,2023-11-28,Mid,['TensorFlow'],71987,JM
Healthcare,Quant Researcher,"['Power BI', 'Hugging Face', 'NumPy', 'R', 'PyTorch', 'Keras']",Entry,Internship,2023-11-28,Mid,['KDB+'],80993,CH
E-commerce,Data Scientist,"['GCP', 'AWS', 'Pandas', 'Flask', 'Python']",Senior,Contract,2023-11-28,Mid,"['FastAPI', 'KDB+', 'MLflow']",69252,BY
Tech,AI Researcher,"['LangChain', 'Python', 'AWS', 'R', 'Azure', 'Pandas']",Entry,Contract,2023-11-29,Mid,"['BigQuery', 'MLflow', 'KDB+']",140443,BB
Finance,Data Scientist,"['Reinforcement Learning', 'Power BI', 'Hugging Face', 'CUDA', 'Pandas']",Senior,Internship,2023-11-29,Large,"['TensorFlow', 'BigQuery', 'Scikit-learn']",137496,MC
Automotive,Quant Researcher,"['TensorFlow', 'Power BI', 'Python', 'Keras', 'AWS']",Senior,Internship,2023-11-30,Large,['Scikit-learn'],80455,BF
Education,Quant Researcher,"['TensorFlow', 'GCP', 'Reinforcement Learning', 'Hugging Face']",Senior,Internship,2023-11-30,Startup,"['PyTorch', 'TensorFlow', 'KDB+']",76450,KW
Finance,ML Engineer,"['SQL', 'Python', 'CUDA', 'FastAPI', 'TensorFlow']",Senior,Remote,2023-12-01,Large,"['MLflow', 'Scikit-learn', 'FastAPI']",110675,WS
Automotive,AI Researcher,"['Python', 'Keras', 'NumPy', 'R', 'Scikit-learn', 'PyTorch']",Senior,Internship,2023-12-01,Large,"['KDB+', 'Scikit-learn']",93073,ST
Automotive,AI Product Manager,"['R', 'Flask', 'Excel', 'C++', 'CUDA', 'Scikit-learn']",Mid,Remote,2023-12-02,Large,"['KDB+', 'LangChain', 'MLflow']",47848,ZA
Finance,AI Researcher,"['Power BI', 'Pandas', 'CUDA']",Mid,Remote,2023-12-03,Large,['TensorFlow'],140731,ZA
Automotive,ML Engineer,"['Python', 'Hugging Face', 'Keras', 'LangChain']",Entry,Internship,2023-12-03,Startup,['KDB+'],116899,AU
Healthcare,NLP Engineer,"['MLflow', 'Excel', 'LangChain']",Senior,Contract,2023-12-04,Large,"['FastAPI', 'PyTorch']",44241,PS
Education,Data Analyst,"['R', 'CUDA', 'Pandas', 'TensorFlow', 'Azure', 'PyTorch']",Senior,Contract,2023-12-04,Large,"['KDB+', 'LangChain']",54873,PG
Education,AI Product Manager,"['AWS', 'Power BI', 'FastAPI']",Entry,Contract,2023-12-04,Mid,"['MLflow', 'BigQuery']",90927,PH
Tech,ML Engineer,"['Python', 'PyTorch', 'SQL', 'FastAPI']",Mid,Contract,2023-12-05,Startup,"['MLflow', 'FastAPI', 'Scikit-learn']",54795,BO
Finance,AI Researcher,"['LangChain', 'Python', 'Excel', 'AWS', 'Power BI', 'Hugging Face']",Mid,Remote,2023-12-05,Mid,"['KDB+', 'MLflow']",120540,BH
Tech,NLP Engineer,"['PyTorch', 'CUDA', 'Hugging Face', 'Flask', 'C++']",Senior,Internship,2023-12-06,Mid,['Scikit-learn'],68115,MW
Automotive,AI Researcher,"['R', 'Python', 'Flask']",Mid,Contract,2023-12-06,Mid,"['FastAPI', 'TensorFlow', 'PyTorch']",54185,TL
Tech,Computer Vision Engineer,"['FastAPI', 'Keras', 'PyTorch', 'GCP', 'Excel']",Senior,Contract,2023-12-06,Startup,"['KDB+', 'Scikit-learn']",121180,BO
Healthcare,Data Scientist,"['Python', 'Reinforcement Learning', 'Hugging Face']",Mid,Remote,2023-12-06,Mid,['PyTorch'],148872,GT
E-commerce,ML Engineer,"['Keras', 'LangChain', 'AWS', 'TensorFlow', 'Reinforcement Learning', 'NumPy']",Senior,Internship,2023-12-07,Large,"['TensorFlow', 'LangChain', 'MLflow']",135863,VU
Tech,Data Analyst,"['MLflow', 'Keras', 'CUDA', 'FastAPI', 'Flask']",Mid,Remote,2023-12-07,Large,['TensorFlow'],125072,ER
Healthcare,AI Researcher,"['Hugging Face', 'Flask', 'Excel', 'CUDA', 'Pandas']",Mid,Remote,2023-12-07,Startup,"['MLflow', 'Scikit-learn']",97069,SL
Retail,AI Researcher,"['LangChain', 'Reinforcement Learning', 'Flask']",Senior,Contract,2023-12-08,Mid,"['KDB+', 'TensorFlow', 'FastAPI']",106079,GN
Healthcare,ML Engineer,"['SQL', 'Pandas', 'CUDA', 'LangChain', 'Excel']",Senior,Full-time,2023-12-08,Large,"['TensorFlow', 'MLflow']",80600,ZM
Tech,AI Researcher,"['Power BI', 'Keras', 'GCP', 'FastAPI']",Mid,Remote,2023-12-08,Large,['TensorFlow'],105130,VC
Healthcare,Data Scientist,"['Scikit-learn', 'GCP', 'MLflow']",Mid,Remote,2023-12-08,Large,"['FastAPI', 'Scikit-learn', 'LangChain']",76395,CO
Automotive,Computer Vision Engineer,"['Hugging Face', 'LangChain', 'Azure', 'C++']",Entry,Internship,2023-12-08,Startup,"['TensorFlow', 'FastAPI', 'PyTorch']",117069,BB
Healthcare,Data Analyst,"['Power BI', 'AWS', 'NumPy', 'CUDA', 'MLflow']",Mid,Full-time,2023-12-09,Mid,"['LangChain', 'PyTorch', 'MLflow']",129140,LC
Finance,Data Analyst,"['Excel', 'Pandas', 'AWS', 'MLflow']",Senior,Full-time,2023-12-09,Mid,"['KDB+', 'MLflow', 'TensorFlow']",68376,AO
Education,NLP Engineer,"['SQL', 'Python', 'MLflow']",Senior,Remote,2023-12-10,Mid,['MLflow'],91557,TO
Finance,AI Researcher,"['TensorFlow', 'Pandas', 'Keras', 'R']",Entry,Full-time,2023-12-10,Startup,['PyTorch'],146383,JO
Healthcare,Quant Researcher,"['MLflow', 'CUDA', 'GCP']",Mid,Internship,2023-12-11,Large,"['LangChain', 'PyTorch', 'MLflow']",90596,HR
E-commerce,Data Scientist,"['AWS', 'Scikit-learn', 'TensorFlow', 'CUDA']",Senior,Contract,2023-12-11,Mid,['TensorFlow'],113683,UZ
Automotive,AI Researcher,"['CUDA', 'Hugging Face', 'Azure']",Senior,Full-time,2023-12-11,Large,"['FastAPI', 'PyTorch']",127240,BH
Education,Data Analyst,"['SQL', 'LangChain', 'MLflow', 'AWS', 'Reinforcement Learning']",Mid,Contract,2023-12-12,Startup,['MLflow'],123263,BO
Retail,Quant Researcher,"['Python', 'LangChain', 'Pandas', 'TensorFlow']",Mid,Internship,2023-12-12,Startup,['MLflow'],59894,BA
Education,Quant Researcher,"['LangChain', 'Keras', 'SQL', 'FastAPI', 'Azure']",Entry,Internship,2023-12-12,Startup,['FastAPI'],44419,EG
E-commerce,AI Researcher,"['SQL', 'Excel', 'Flask', 'NumPy', 'FastAPI']",Entry,Contract,2023-12-12,Mid,"['TensorFlow', 'PyTorch']",92512,LK
Finance,Data Scientist,"['Flask', 'Scikit-learn', 'FastAPI', 'Power BI']",Senior,Contract,2023-12-13,Mid,"['PyTorch', 'BigQuery']",97077,LS
E-commerce,AI Product Manager,"['Excel', 'GCP', 'R']",Entry,Internship,2023-12-13,Startup,['Scikit-learn'],56407,SE
Healthcare,ML Engineer,"['C++', 'Flask', 'NumPy', 'LangChain', 'SQL']",Senior,Full-time,2023-12-13,Large,"['MLflow', 'Scikit-learn', 'KDB+']",92486,TL
Education,Computer Vision Engineer,"['TensorFlow', 'NumPy', 'CUDA', 'Power BI']",Senior,Full-time,2023-12-13,Large,"['TensorFlow', 'Scikit-learn', 'MLflow']",108442,US
Finance,AI Product Manager,"['TensorFlow', 'FastAPI', 'AWS']",Mid,Contract,2023-12-14,Mid,['Scikit-learn'],74795,BT
Education,NLP Engineer,"['Flask', 'GCP', 'C++']",Mid,Contract,2023-12-14,Mid,['FastAPI'],144779,BR
Healthcare,Data Scientist,"['Scikit-learn', 'Python', 'Hugging Face', 'Pandas', 'Keras', 'MLflow']",Senior,Full-time,2023-12-14,Mid,"['BigQuery', 'MLflow']",126591,LY
Retail,NLP Engineer,"['SQL', 'Python', 'C++', 'MLflow', 'CUDA']",Mid,Full-time,2023-12-14,Startup,['PyTorch'],56727,HR
Education,ML Engineer,"['Python', 'GCP', 'Scikit-learn', 'Pandas', 'PyTorch']",Senior,Internship,2023-12-15,Mid,['TensorFlow'],102146,TN
E-commerce,Data Scientist,"['PyTorch', 'Azure', 'Flask', 'SQL', 'Power BI', 'TensorFlow']",Entry,Full-time,2023-12-15,Large,"['Scikit-learn', 'LangChain']",107174,FJ
E-commerce,AI Product Manager,"['FastAPI', 'Reinforcement Learning', 'AWS']",Mid,Contract,2023-12-15,Mid,"['BigQuery', 'MLflow', 'KDB+']",119543,KI
Retail,Data Analyst,"['Reinforcement Learning', 'Flask', 'Hugging Face']",Mid,Full-time,2023-12-15,Startup,"['FastAPI', 'MLflow', 'KDB+']",106925,TR
Tech,AI Product Manager,"['SQL', 'Keras', 'Scikit-learn', 'NumPy']",Senior,Internship,2023-12-16,Mid,"['KDB+', 'FastAPI']",61529,GN
E-commerce,NLP Engineer,"['Keras', 'C++', 'Azure', 'FastAPI', 'CUDA', 'Scikit-learn']",Entry,Remote,2023-12-16,Mid,['Scikit-learn'],112609,DJ
Tech,Data Scientist,"['TensorFlow', 'Pandas', 'Flask', 'Reinforcement Learning', 'Azure']",Mid,Full-time,2023-12-17,Mid,"['MLflow', 'TensorFlow']",119393,KH
Finance,Computer Vision Engineer,"['Python', 'SQL', 'Power BI', 'Scikit-learn', 'FastAPI']",Mid,Contract,2023-12-18,Large,"['FastAPI', 'KDB+', 'LangChain']",127896,KW
Tech,Computer Vision Engineer,"['Keras', 'Azure', 'Hugging Face', 'CUDA', 'MLflow']",Mid,Full-time,2023-12-18,Mid,['PyTorch'],80922,BT
Retail,AI Researcher,"['C++', 'Reinforcement Learning', 'NumPy', 'Azure', 'MLflow', 'Flask']",Mid,Contract,2023-12-19,Large,"['FastAPI', 'KDB+']",106117,SA
Retail,NLP Engineer,"['Power BI', 'Flask', 'GCP', 'CUDA']",Mid,Remote,2023-12-19,Large,['FastAPI'],64790,BF
Education,Data Scientist,"['MLflow', 'Azure', 'Python']",Senior,Internship,2023-12-19,Mid,"['TensorFlow', 'KDB+']",61018,HN
Automotive,Quant Researcher,"['LangChain', 'Keras', 'Excel']",Entry,Internship,2023-12-19,Startup,['PyTorch'],62949,UG
Healthcare,AI Product Manager,"['CUDA', 'Pandas', 'MLflow', 'Azure', 'Flask']",Entry,Full-time,2023-12-20,Mid,"['MLflow', 'FastAPI', 'Scikit-learn']",64077,CF
Automotive,Computer Vision Engineer,"['Python', 'Pandas', 'LangChain', 'PyTorch', 'Hugging Face']",Entry,Full-time,2023-12-20,Large,"['PyTorch', 'MLflow', 'Scikit-learn']",46611,RU
Retail,AI Product Manager,"['Hugging Face', 'Azure', 'CUDA', 'NumPy']",Senior,Full-time,2023-12-20,Mid,"['PyTorch', 'FastAPI']",58633,SI
Tech,NLP Engineer,"['Power BI', 'LangChain', 'AWS', 'Hugging Face', 'Flask']",Senior,Full-time,2023-12-20,Mid,"['KDB+', 'LangChain', 'MLflow']",140645,RO
Retail,NLP Engineer,"['PyTorch', 'Scikit-learn', 'C++', 'Azure']",Senior,Remote,2023-12-21,Mid,"['LangChain', 'MLflow']",89832,LT
Retail,AI Researcher,"['PyTorch', 'Power BI', 'Pandas', 'Scikit-learn']",Mid,Internship,2023-12-21,Startup,"['MLflow', 'LangChain', 'Scikit-learn']",77201,PG
Tech,Data Analyst,"['Python', 'Reinforcement Learning', 'CUDA']",Senior,Internship,2023-12-21,Mid,"['Scikit-learn', 'TensorFlow']",83481,AL
Education,ML Engineer,"['Power BI', 'CUDA', 'AWS']",Entry,Remote,2023-12-21,Mid,"['Scikit-learn', 'BigQuery', 'KDB+']",71669,CO
Automotive,Data Analyst,"['Hugging Face', 'Excel', 'Keras', 'FastAPI', 'TensorFlow', 'GCP']",Senior,Full-time,2023-12-22,Startup,"['LangChain', 'KDB+', 'MLflow']",42174,BY
E-commerce,Computer Vision Engineer,"['Excel', 'Scikit-learn', 'GCP']",Entry,Contract,2023-12-23,Large,['BigQuery'],99727,PG
Tech,ML Engineer,"['Python', 'Keras', 'Hugging Face', 'Flask', 'TensorFlow']",Entry,Full-time,2023-12-23,Mid,['MLflow'],114961,VC
Automotive,AI Product Manager,"['CUDA', 'TensorFlow', 'PyTorch', 'Python', 'R', 'NumPy']",Entry,Internship,2023-12-23,Startup,"['LangChain', 'TensorFlow', 'KDB+']",120680,DJ
Tech,NLP Engineer,"['Reinforcement Learning', 'NumPy', 'Python', 'Pandas']",Mid,Full-time,2023-12-23,Startup,"['FastAPI', 'BigQuery', 'PyTorch']",68291,MG
Tech,ML Engineer,"['AWS', 'Excel', 'SQL', 'Scikit-learn']",Senior,Full-time,2023-12-24,Startup,"['Scikit-learn', 'KDB+', 'PyTorch']",74360,LR
Finance,Computer Vision Engineer,"['PyTorch', 'LangChain', 'R']",Mid,Remote,2023-12-25,Startup,"['Scikit-learn', 'FastAPI', 'MLflow']",87250,LT
Retail,AI Researcher,"['SQL', 'Pandas', 'Power BI', 'FastAPI']",Entry,Internship,2023-12-25,Startup,['MLflow'],55751,KP
Automotive,Data Analyst,"['GCP', 'Keras', 'Hugging Face', 'TensorFlow', 'SQL']",Senior,Internship,2023-12-25,Large,['PyTorch'],135301,BW
Healthcare,Data Analyst,"['Scikit-learn', 'PyTorch', 'CUDA']",Mid,Full-time,2023-12-25,Startup,"['KDB+', 'TensorFlow', 'LangChain']",100195,KP
Tech,AI Product Manager,"['C++', 'Scikit-learn', 'PyTorch', 'Pandas', 'Flask']",Mid,Contract,2023-12-26,Mid,['MLflow'],87231,IN
Retail,Quant Researcher,"['Hugging Face', 'GCP', 'Keras']",Entry,Remote,2023-12-26,Startup,"['TensorFlow', 'Scikit-learn']",93878,VE
Automotive,NLP Engineer,"['PyTorch', 'NumPy', 'Power BI']",Mid,Internship,2023-12-26,Large,"['KDB+', 'BigQuery']",78788,GN
Education,ML Engineer,"['Hugging Face', 'Python', 'Pandas']",Entry,Contract,2023-12-27,Startup,"['FastAPI', 'Scikit-learn', 'PyTorch']",117905,UA
Healthcare,NLP Engineer,"['LangChain', 'PyTorch', 'TensorFlow', 'GCP']",Entry,Remote,2023-12-27,Startup,"['TensorFlow', 'MLflow', 'BigQuery']",41904,SA
E-commerce,Data Scientist,"['Hugging Face', 'R', 'TensorFlow', 'MLflow', 'NumPy']",Senior,Internship,2023-12-27,Startup,"['BigQuery', 'TensorFlow', 'LangChain']",75231,MH
Retail,Quant Researcher,"['LangChain', 'NumPy', 'CUDA', 'C++', 'MLflow', 'R']",Entry,Full-time,2023-12-28,Large,"['PyTorch', 'LangChain']",62483,RU
E-commerce,NLP Engineer,"['R', 'MLflow', 'Power BI', 'SQL', 'FastAPI']",Senior,Remote,2023-12-28,Startup,['BigQuery'],121879,UA
Automotive,Data Analyst,"['CUDA', 'NumPy', 'Keras']",Mid,Internship,2023-12-28,Large,"['TensorFlow', 'MLflow', 'PyTorch']",54563,AF
Education,AI Product Manager,"['C++', 'LangChain', 'NumPy', 'Azure', 'MLflow']",Entry,Internship,2023-12-28,Large,['KDB+'],110023,ER
Tech,NLP Engineer,"['Reinforcement Learning', 'SQL', 'C++', 'Pandas']",Entry,Remote,2023-12-28,Startup,"['BigQuery', 'FastAPI', 'MLflow']",81624,AD
Retail,Computer Vision Engineer,"['LangChain', 'Azure', 'GCP', 'Python', 'R', 'C++']",Senior,Internship,2023-12-29,Startup,"['KDB+', 'MLflow', 'Scikit-learn']",41220,KM
Retail,ML Engineer,"['Python', 'LangChain', 'SQL', 'AWS', 'GCP', 'Power BI']",Entry,Contract,2023-12-29,Mid,['TensorFlow'],94087,TW
Healthcare,ML Engineer,"['Flask', 'SQL', 'PyTorch', 'C++', 'TensorFlow']",Mid,Full-time,2023-12-30,Large,['KDB+'],62733,KP
Retail,Computer Vision Engineer,"['NumPy', 'R', 'AWS', 'TensorFlow']",Mid,Internship,2023-12-30,Large,"['LangChain', 'KDB+', 'PyTorch']",91659,ME
Education,Computer Vision Engineer,"['Azure', 'Power BI', 'Flask']",Mid,Full-time,2023-12-30,Large,"['BigQuery', 'MLflow', 'TensorFlow']",101903,WS
Healthcare,AI Researcher,"['TensorFlow', 'Python', 'Reinforcement Learning']",Mid,Internship,2023-12-31,Startup,"['PyTorch', 'Scikit-learn', 'KDB+']",81361,GQ
Automotive,NLP Engineer,"['Python', 'Power BI', 'Pandas', 'MLflow', 'Keras', 'Scikit-learn']",Mid,Contract,2024-01-01,Mid,"['MLflow', 'PyTorch', 'FastAPI']",143437,ZW
Healthcare,Data Scientist,"['Power BI', 'Azure', 'SQL', 'C++', 'Hugging Face']",Senior,Full-time,2024-01-01,Mid,"['KDB+', 'FastAPI', 'PyTorch']",89991,NZ
Automotive,AI Researcher,"['Pandas', 'GCP', 'CUDA', 'NumPy', 'AWS']",Mid,Remote,2024-01-01,Large,['PyTorch'],69325,AL
Finance,Computer Vision Engineer,"['Keras', 'Scikit-learn', 'Pandas', 'Python', 'FastAPI']",Senior,Internship,2024-01-01,Startup,"['MLflow', 'LangChain', 'FastAPI']",139711,CA
E-commerce,NLP Engineer,"['FastAPI', 'CUDA', 'C++', 'Flask', 'MLflow', 'Python']",Entry,Contract,2024-01-01,Mid,"['MLflow', 'Scikit-learn', 'FastAPI']",110388,NI
Education,ML Engineer,"['Python', 'PyTorch', 'Excel']",Entry,Contract,2024-01-02,Large,"['LangChain', 'BigQuery', 'FastAPI']",69230,AF
Automotive,Data Scientist,"['Pandas', 'FastAPI', 'Hugging Face']",Senior,Internship,2024-01-02,Startup,"['TensorFlow', 'FastAPI']",90272,MX
Education,AI Product Manager,"['Azure', 'Reinforcement Learning', 'Excel', 'SQL']",Mid,Remote,2024-01-02,Mid,"['LangChain', 'BigQuery']",134744,GR
Healthcare,AI Researcher,"['AWS', 'NumPy', 'TensorFlow', 'Hugging Face', 'CUDA', 'Power BI']",Senior,Full-time,2024-01-02,Mid,"['PyTorch', 'FastAPI', 'Scikit-learn']",69810,SA
Healthcare,NLP Engineer,"['Python', 'AWS', 'NumPy', 'Power BI', 'Hugging Face']",Senior,Internship,2024-01-03,Large,"['FastAPI', 'LangChain']",44536,PH
Tech,AI Researcher,"['MLflow', 'AWS', 'SQL', 'Python']",Mid,Full-time,2024-01-03,Mid,"['TensorFlow', 'FastAPI']",132842,BZ
Retail,Quant Researcher,"['NumPy', 'GCP', 'Flask', 'TensorFlow']",Entry,Contract,2024-01-03,Large,['LangChain'],81526,SK
Finance,AI Researcher,"['Keras', 'NumPy', 'Python', 'AWS', 'Flask', 'Azure']",Mid,Remote,2024-01-04,Large,"['Scikit-learn', 'LangChain']",41836,MT
Healthcare,Data Analyst,"['Reinforcement Learning', 'Hugging Face', 'MLflow', 'CUDA']",Senior,Contract,2024-01-04,Mid,"['MLflow', 'BigQuery', 'PyTorch']",134605,CY
Education,Data Scientist,"['NumPy', 'TensorFlow', 'GCP', 'LangChain']",Mid,Contract,2024-01-05,Startup,"['Scikit-learn', 'KDB+']",52111,AO
Education,AI Product Manager,"['Pandas', 'TensorFlow', 'NumPy']",Entry,Remote,2024-01-05,Mid,"['TensorFlow', 'FastAPI', 'LangChain']",53822,IL
Finance,NLP Engineer,"['AWS', 'SQL', 'GCP', 'NumPy', 'CUDA', 'Azure']",Entry,Full-time,2024-01-05,Large,"['TensorFlow', 'FastAPI']",144735,SC
Tech,Computer Vision Engineer,"['Reinforcement Learning', 'R', 'C++']",Senior,Remote,2024-01-05,Startup,"['LangChain', 'MLflow', 'KDB+']",83274,KN
Healthcare,Data Scientist,"['Python', 'NumPy', 'LangChain', 'Excel']",Senior,Contract,2024-01-05,Mid,"['LangChain', 'PyTorch']",52342,CL
Automotive,Computer Vision Engineer,"['Azure', 'CUDA', 'LangChain', 'Hugging Face']",Mid,Contract,2024-01-05,Large,['Scikit-learn'],69190,CH
Automotive,Data Analyst,"['Reinforcement Learning', 'C++', 'MLflow']",Mid,Remote,2024-01-06,Large,"['FastAPI', 'LangChain']",132080,BI
Retail,Computer Vision Engineer,"['MLflow', 'Pandas', 'Scikit-learn', 'AWS', 'Flask', 'FastAPI']",Senior,Full-time,2024-01-06,Mid,['LangChain'],100434,TN
Automotive,Quant Researcher,"['Keras', 'SQL', 'PyTorch', 'Python', 'Pandas', 'Azure']",Mid,Remote,2024-01-06,Mid,"['MLflow', 'TensorFlow']",129320,OM
Healthcare,Quant Researcher,"['CUDA', 'Excel', 'Azure', 'NumPy']",Senior,Internship,2024-01-07,Mid,"['TensorFlow', 'MLflow', 'KDB+']",127145,LB
Retail,NLP Engineer,"['Azure', 'PyTorch', 'LangChain']",Entry,Internship,2024-01-07,Mid,"['LangChain', 'MLflow']",124562,FR
Automotive,NLP Engineer,"['Azure', 'NumPy', 'LangChain', 'FastAPI', 'Hugging Face', 'Keras']",Senior,Remote,2024-01-08,Mid,"['FastAPI', 'PyTorch', 'TensorFlow']",143054,CG
Tech,Data Scientist,"['AWS', 'Flask', 'Reinforcement Learning', 'LangChain', 'R']",Senior,Internship,2024-01-08,Mid,"['FastAPI', 'TensorFlow', 'MLflow']",140240,KH
Finance,AI Product Manager,"['NumPy', 'Reinforcement Learning', 'Azure', 'C++', 'R']",Entry,Full-time,2024-01-09,Large,"['Scikit-learn', 'BigQuery', 'FastAPI']",143326,NR
Retail,Quant Researcher,"['Reinforcement Learning', 'Excel', 'TensorFlow', 'AWS', 'C++']",Mid,Internship,2024-01-09,Large,"['KDB+', 'MLflow', 'TensorFlow']",144070,ZW
Retail,Data Analyst,"['R', 'NumPy', 'PyTorch']",Senior,Full-time,2024-01-09,Startup,['PyTorch'],137258,KE
Tech,Data Scientist,"['Keras', 'MLflow', 'Reinforcement Learning']",Entry,Internship,2024-01-10,Large,"['LangChain', 'BigQuery', 'Scikit-learn']",99964,LU
Automotive,Quant Researcher,"['AWS', 'Power BI', 'MLflow', 'Python', 'GCP']",Entry,Internship,2024-01-11,Large,"['MLflow', 'LangChain', 'BigQuery']",92863,GY
Education,Data Scientist,"['GCP', 'LangChain', 'Scikit-learn', 'NumPy', 'Pandas']",Mid,Full-time,2024-01-11,Mid,"['FastAPI', 'TensorFlow', 'MLflow']",140375,ME
Healthcare,Data Analyst,"['Pandas', 'Excel', 'FastAPI', 'Reinforcement Learning', 'LangChain']",Entry,Remote,2024-01-11,Startup,"['TensorFlow', 'FastAPI', 'PyTorch']",102547,SM
Tech,AI Researcher,"['PyTorch', 'Keras', 'R', 'SQL', 'Reinforcement Learning', 'Excel']",Entry,Internship,2024-01-12,Mid,['FastAPI'],120633,LT
Automotive,Data Scientist,"['Scikit-learn', 'Power BI', 'PyTorch', 'SQL', 'Excel', 'AWS']",Entry,Internship,2024-01-13,Mid,['LangChain'],93403,ES
Automotive,Computer Vision Engineer,"['Azure', 'Flask', 'PyTorch', 'C++', 'GCP', 'Pandas']",Entry,Remote,2024-01-13,Mid,"['KDB+', 'TensorFlow']",58883,PA
Finance,AI Researcher,"['NumPy', 'Reinforcement Learning', 'AWS', 'Power BI', 'PyTorch', 'SQL']",Mid,Contract,2024-01-13,Startup,"['KDB+', 'MLflow', 'BigQuery']",41897,AO
Finance,Data Analyst,"['R', 'C++', 'GCP', 'Hugging Face', 'LangChain', 'TensorFlow']",Entry,Full-time,2024-01-14,Large,"['PyTorch', 'Scikit-learn', 'BigQuery']",120456,GQ
Healthcare,AI Product Manager,"['Azure', 'Hugging Face', 'C++', 'Scikit-learn', 'Flask', 'Pandas']",Mid,Full-time,2024-01-14,Large,"['LangChain', 'PyTorch', 'MLflow']",96804,GW
